setting,date,source,indicator_abbr,indicator_name,dimension,subgroup,estimate,se,ci_lb,ci_ub,population,flag,setting_average,iso3,favourable_indicator,indicator_scale,ordered_dimension,subgroup_order,reference_subgroup,whoreg6,wbincome2024,update,dataset_id
Tunisia,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,29.87995,NA,17.71555,44.19145,NA,NA,26.26238,TUN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,22.43255,NA,13.21424,33.41973,NA,NA,26.26238,TUN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,30.39657,NA,17.43026,45.57349,NA,NA,26.73624,TUN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,22.85926,NA,13.27971,34.35923,NA,NA,26.73624,TUN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,30.92525,NA,17.14051,47.59351,NA,NA,27.21651,TUN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,23.28591,NA,13.19558,35.51029,NA,NA,27.21651,TUN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,31.46654,NA,16.75004,49.59185,NA,NA,27.70258,TUN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,23.71108,NA,12.97228,36.48859,NA,NA,27.70258,TUN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,32.01963,NA,16.27222,51.56081,NA,NA,28.19436,TUN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,24.13727,NA,12.77623,37.8113,NA,NA,28.19436,TUN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2013,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,32.5831,NA,15.72914,53.87511,NA,NA,28.69245,TUN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2013,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,24.5661,NA,12.59013,38.93961,NA,NA,28.69245,TUN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2014,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,33.15646,NA,15.16424,56.00681,NA,NA,29.20036,TUN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2014,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,25.00411,NA,12.30252,40.36453,NA,NA,29.20036,TUN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2015,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,33.73796,NA,14.6191,57.99836,NA,NA,29.71825,TUN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2015,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,25.45341,NA,12.02783,41.86493,NA,NA,29.71825,TUN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2016,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,34.32596,NA,14.07653,59.92619,NA,NA,30.2458,TUN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2016,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,25.91478,NA,11.74872,43.27848,NA,NA,30.2458,TUN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2017,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,34.91115,NA,13.6606,61.93524,NA,NA,30.76818,TUN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2017,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,26.36753,NA,11.37545,44.87279,NA,NA,30.76818,TUN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2018,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,35.49365,NA,13.11946,64.04506,NA,NA,31.28179,TUN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2018,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,26.80434,NA,11.02811,46.54433,NA,NA,31.28179,TUN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2019,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,36.07408,NA,12.6582,66.22775,NA,NA,31.794,TUN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2019,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,27.24055,NA,10.69608,48.1754,NA,NA,31.794,TUN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2020,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,36.654,NA,12.06531,68.164,NA,NA,32.31221,TUN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2020,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,27.68691,NA,10.35366,49.72982,NA,NA,32.31221,TUN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2021,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,37.2323,NA,11.44776,70.32998,NA,NA,32.83426,TUN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2021,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,28.14255,NA,10.0214,51.34726,NA,NA,32.83426,TUN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2022,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,37.80839,NA,10.82478,72.62134,NA,NA,33.35651,TUN,0,100,0,0,0,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Tunisia,2022,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,28.607,NA,9.57672,53.07491,NA,NA,33.35651,TUN,0,100,0,0,1,Eastern Mediterranean,Lower middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2000,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,19.45321,NA,4.21743,43.59294,NA,NA,17.13912,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2000,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,14.30333,NA,3.68559,32.57221,NA,NA,17.13912,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2001,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,19.06959,NA,4.48007,41.76238,NA,NA,16.81462,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2001,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,14.04447,NA,3.89672,31.03695,NA,NA,16.81462,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2002,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,18.69589,NA,4.76109,39.95483,NA,NA,16.50019,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2002,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,13.7996,NA,4.10841,29.60356,NA,NA,16.50019,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2003,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,18.33191,NA,5.03358,38.01533,NA,NA,16.19625,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2003,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,13.56739,NA,4.31694,28.28099,NA,NA,16.19625,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2004,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,17.97692,NA,5.31907,36.3997,NA,NA,15.90226,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2004,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,13.34819,NA,4.53544,27.06366,NA,NA,15.90226,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2005,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,17.63058,NA,5.63823,34.86847,NA,NA,15.61634,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2005,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,13.14057,NA,4.80842,25.94475,NA,NA,15.61634,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2006,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,17.29284,NA,5.90592,33.21942,NA,NA,15.33962,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2006,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,12.94419,NA,4.99036,24.84683,NA,NA,15.33962,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2007,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,16.96393,NA,6.17692,31.76441,NA,NA,15.07353,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2007,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,12.75927,NA,5.17862,23.68764,NA,NA,15.07353,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,16.64361,NA,6.47746,30.28704,NA,NA,14.81719,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,12.58439,NA,5.33429,22.78172,NA,NA,14.81719,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,16.33199,NA,6.78867,28.77953,NA,NA,14.56936,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,12.41731,NA,5.51395,21.90285,NA,NA,14.56936,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,16.02829,NA,7.08724,27.4671,NA,NA,14.32853,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,12.25489,NA,5.69074,21.0833,NA,NA,14.32853,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,15.73309,NA,7.33243,26.37797,NA,NA,14.09505,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,12.09733,NA,5.88601,20.33047,NA,NA,14.09505,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,15.44629,NA,7.54718,25.45259,NA,NA,13.86897,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,11.94586,NA,5.94097,19.98433,NA,NA,13.86897,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2013,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,15.16801,NA,7.64557,24.67464,NA,NA,13.6507,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2013,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,11.80086,NA,5.96051,19.58304,NA,NA,13.6507,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2014,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,14.8968,NA,7.73712,24.06685,NA,NA,13.44041,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2014,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,11.66335,NA,5.96552,19.14617,NA,NA,13.44041,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2015,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,14.63381,NA,7.69515,23.68461,NA,NA,13.23859,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2015,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,11.53389,NA,5.95837,18.88437,NA,NA,13.23859,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2016,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,14.38068,NA,7.59924,23.36708,NA,NA,13.04516,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2016,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,11.41287,NA,5.88719,18.78018,NA,NA,13.04516,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2017,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,14.13716,NA,7.43921,23.20109,NA,NA,12.85872,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2017,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,11.29604,NA,5.78701,18.72627,NA,NA,12.85872,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2018,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,13.90439,NA,7.15107,23.14905,NA,NA,12.68037,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2018,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,11.18282,NA,5.63585,18.64618,NA,NA,12.68037,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2019,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,13.68392,NA,6.79444,23.13445,NA,NA,12.51349,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2019,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,11.07754,NA,5.40523,18.73906,NA,NA,12.51349,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2020,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,13.47733,NA,6.36789,23.57372,NA,NA,12.35984,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2020,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,10.98249,NA,5.13887,19.0006,NA,NA,12.35984,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2021,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,13.28458,NA,5.92957,24.0074,NA,NA,12.21876,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2021,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,10.8976,NA,4.86886,19.13671,NA,NA,12.21876,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2022,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,13.10635,NA,5.53378,24.42165,NA,NA,12.09028,TKM,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Turkmenistan,2022,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,10.82341,NA,4.53216,19.54256,NA,NA,12.09028,TKM,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2000,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,42.80928,NA,16.79789,71.99199,NA,NA,38.22538,TUV,0,100,0,0,0,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2000,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,33.16866,NA,12.62243,57.99114,NA,NA,38.22538,TUV,0,100,0,0,1,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2001,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,42.3047,NA,17.7251,70.110830000000007,NA,NA,37.48754,TUV,0,100,0,0,0,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2001,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,32.19616,NA,12.98659,55.30898,NA,NA,37.48754,TUV,0,100,0,0,1,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2002,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,41.79607,NA,18.55355,68.28053,NA,NA,36.73983,TUV,0,100,0,0,0,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2002,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,31.23156,NA,13.2856,52.87793,NA,NA,36.73983,TUV,0,100,0,0,1,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2003,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,41.28427,NA,19.11461,66.0441,NA,NA,35.96978,TUV,0,100,0,0,0,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2003,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,30.27884,NA,13.41507,50.64624,NA,NA,35.96978,TUV,0,100,0,0,1,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2004,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,40.77104,NA,19.73528,64.05013,NA,NA,35.18346,TUV,0,100,0,0,0,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2004,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,29.34247,NA,13.57966,48.19124,NA,NA,35.18346,TUV,0,100,0,0,1,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2005,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,40.25718,NA,20.64915,62.09528,NA,NA,34.41343,TUV,0,100,0,0,0,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2005,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,28.42331,NA,13.8145,45.87598,NA,NA,34.41343,TUV,0,100,0,0,1,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2006,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,39.74582,NA,21.15843,60.26803,NA,NA,33.66209,TUV,0,100,0,0,0,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2006,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,27.52428,NA,13.82695,43.67394,NA,NA,33.66209,TUV,0,100,0,0,1,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2007,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,39.24011,NA,21.7605,58.56248,NA,NA,32.92665,TUV,0,100,0,0,0,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2007,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,26.64842,NA,13.88363,41.62735,NA,NA,32.92665,TUV,0,100,0,0,1,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,38.74112,NA,22.20641,56.66699,NA,NA,32.21904,TUV,0,100,0,0,0,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,25.79462,NA,14.01181,39.7211,NA,NA,32.21904,TUV,0,100,0,0,1,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,38.25092,NA,22.79518,54.92197,NA,NA,31.53791,TUV,0,100,0,0,0,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,24.96113,NA,13.8951,37.84174,NA,NA,31.53791,TUV,0,100,0,0,1,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,37.76981,NA,23.14894,53.58036,NA,NA,30.867,TUV,0,100,0,0,0,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,24.14371,NA,13.899,36.39554,NA,NA,30.867,TUV,0,100,0,0,1,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
Tuvalu,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,37.29793,NA,23.31121,52.30721,NA,NA,30.21234,TUV,0,100,0,0,0,Western Pacific,Upper middle income,20 September 2024,rep_gho_ncd
